web-scraper-order,web-scraper-start-url,category_link,category_link-href,product_link,product_link-href,name,price,description,brand,image_url-src
"1769172955-1","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Equipement de Conférence","https://www.mytek.tn/informatique/equipement-de-conference.html","Caméra de conférence tout-en-un LOGITECH MeetUp - Noir","https://www.mytek.tn/camera-de-conference-tout-en-un-logitech-meetup-noir.html","Caméra de conférence tout-en-un LOGITECH MeetUp - Noir","4 999,000 DT","Caméra de conférence tout-en-un LOGITECH MeetUp - Technologie de connectivité: Sans Fil (Bluetooth) - Interface: USB 2.0 (port et câble USB 3.0 requis pour la vidéo 4K) - Résolution: Ultra HD 4K (jusqu'à 3 840 x 2 160 pixels à 30 images/seconde ),Full HD 1080p,HD 720p - 1 caméra - Zoom: 5x HD et panoramique (+/- 25°) et inclinaison (+/- 15°) motorisés - Champ de vision: Diagonal: 120°, horizontal: 113°, vertical: 80.7° - 3 préréglages de position de la caméra - La technologie RightLight - La technologie RightSight - La technologie RightSound - 3 Microphone intégré - La technologie intégrée beamforming fonctionnent jusqu'à 4 mètres - AEC (Annulation de l'écho acoustique) ; DAV (Détecteur d'activité vocale) - Haut-parleur: Volume réglable à 95 dB SPL à un pic de 1/2 mètres - Sensibilité des haut-parleurs 86,5+/-3 dB SPL à 1/2 mètres - Distorsion: 200-300 Hz < 3%, 3 000 Hz -10KHz < 1% - Le boîtier de Haut parlleur anti-vibration améliore la clarté de la voix tout en limitant la transmission du son aux espaces adjacents - Avec Télécommande RF - Fixation sur table ou mur intégrée - Emplacement de sécurité Kensington - Dimensions: 104 x 400 x 85 mm - Poids: 1,04 kg - Couleur: Noir - Garantie: 1 an","LOGITECH","https://www.mytek.tn/media/catalog/product/c/a/camera-de-conference-tout-en-un-logitech-meetup-noir-4.jpg"
"1769172957-2","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Equipement de Conférence","https://www.mytek.tn/informatique/equipement-de-conference.html","Microphone modulable LOGITECH pour Rally Mic Pod - Noir","https://www.mytek.tn/microphone-modulable-logitech-pour-rally-mic-pod-noir.html","Microphone modulable LOGITECH pour Rally Mic Pod - Noir","2 559,000 DT","Microphone modulable LOGITECH pour Rally Mic Pod - Technologie de connectivité: Filaire - Interface: Sortie: Câble captif de 2,95 m à 12 broches / Entrée: Interface à 12 broches pour brancher les modules de micro en chaîne ou se connecter au hub pour module de micro Rally - Réponse en fréquence: 90 Hz – 16 kHz - Sensibilité: > -27 dB +/- 1 dB à 1Pa - Débit de données microphone: 48 kHz - Portée de détection: 4,5 mètres - Éléments Beamforming: 4 microphones omnidirectionnels formant huit faisceaux acoustiques - Traitement audio: AEC (Annulation de l’écho acoustique), DAV (Détecteur d’activité vocale) - Suppression du bruit: Filtre IA - La technologie RightSound™ égalise les voix, élimine les bruits de fond et supprime l’écho, rendant ainsi vos conversations remarquablement nettes et naturelles - Les matériaux avancés résistent aux empreintes digitales et aux taches - Un témoin lumineux - Les modules de micro peuvent être connectés en série dans les salles avec de longues tables - Dimensions: 21 x 102 x 102 mm - Couleur:  Graphite - Garantie: 1 an","LOGITECH","https://www.mytek.tn/media/catalog/product/m/i/microphone-modulable-logitech-pour-rally-mic-pod-noir-2.jpg"
"1769172959-3","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Equipement de Conférence","https://www.mytek.tn/informatique/equipement-de-conference.html","HUB LOGITECH pour Rally Mic Pod - Noir","https://www.mytek.tn/hub-logitech-pour-rally-mic-pod-noir.html","HUB LOGITECH pour Rally Mic Pod - Noir","1 759,000 DT","HUB LOGITECH pour Rally Mic Pod - Les concentrateurs de micro Rally Mic Pod offrent aux installateurs la possibilité de personnaliser le placement du microphone sur pratiquement toutes les tables de conférence Alternative à la connexion en guirlande de modules de micro les uns aux autres - Le concentrateur de micro Rally Mic Pod fournit trois connexions qui prennent en charge n'importe quelle combinaison de modules de micro ou de concentrateurs supplémentaires -  Le matériel de montage sous la table permet de dissimuler les câbles pour un look épuré - Compatibilité: Rallye, Rallye Plus, Rallye Bar ou Rallye Bar Mini - Câble captif: 2,95 mètres 12 broches - Dimensions: 16 x 102 x 102 mm - Couleur: Noir - Garantie: 1 an","LOGITECH","https://www.mytek.tn/media/catalog/product/h/u/hub-logitech-pour-rally-mic-pod-noir.jpg"
"1769172962-4","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Equipement de Conférence","https://www.mytek.tn/informatique/equipement-de-conference.html","Haut-parleur LOGITECH Rally pour Système ConferenceCam - Noir","https://www.mytek.tn/haut-parleur-logitech-rally-pour-systeme-conferencecam-noir.html","Haut-parleur LOGITECH Rally pour Système ConferenceCam - Noir","1 659,000 DT","Haut-parleur LOGITECH Rally pour Système ConferenceCam - Connectivité: Filaire - Interface: Mini XLR(2,95 mètres) - Transducteur haute performance de 76 mm avec aimant en terres rares - Volume du haut-parleur: 95 dB SPL @1 W, 100 dB SPL @7,5 W, +/-2 dB pour les deux à ½ mètre - Distorsion: 200 Hz–300 Hz < 2,5%, 300 Hz–10 kHz < 1%@7,5 W - Fréquence d’échantillonnage du haut-parleur: 48 KHz - Le système de suspension en instance de brevet élimine les vibrations induites par les tremblements de la caméra et les interférences audio - Avec les technologies RightSound™ qui éliminent presque entièrement la distorsion, l'écrêtage et les vibrations, le haut-parleur Rally facilite la compréhension de la parole tout en maintenant des niveaux de volume confortables dans toute la pièce - Dimensions: 103 x 449 x 80 mm - Couleur: Noir -  Garantie: 1 an","LOGITECH","https://www.mytek.tn/media/catalog/product/h/a/haut-parleur-logitech-rally-pour-systeme-conferencecam-noir.jpg"
"1769172964-5","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Equipement de Conférence","https://www.mytek.tn/informatique/equipement-de-conference.html","kit de Montage LOGITECH Pour Systeme de Visioconférence Rally - Noir","https://www.mytek.tn/kit-de-montage-logitech-pour-systeme-de-visioconference-rally-noir.html","kit de Montage LOGITECH Pour Systeme de Visioconférence Rally - Noir","1 579,000 DT","kit de Montage LOGITECH Pour Systeme de Visioconférence Rally - Réalisez une installation simplifiée de chaque composant du système Rally avec les supports et le matériel de montage fournis - Le support de caméra fournit un montage mural sécurisé et stable au-dessus ou au-dessous de l'écran, ou effectue une inversion intelligente pour les installations proches du plafond - Les deux supports qui fixent les haut-parleurs Rally de chaque côté de l’écran créent une apparence «flottante» élégante tout en permettant aux haut-parleurs de délivrer tout leur potentiel acoustique - Deux supports de hub ventilés offrent des options de montage polyvalentes pour positionner le hub d'écran et le hub de table sur un mur ou sous une table - le support Retenue de câble en deux pièces de monte près du hub d'écran et du hub de table pour que les câbles d'alimentation, d'audio/de vidéo et de données soient bien branchés - Dimensions: Support de haut-parleur: 36 x 266 x 8 mm/Support de caméra: 63 x 109 x 166 mm/ Support de hub de table ou d'écran: 12 x 164 x 115mm/ Collier de câble: 23 x 164 x 38 mm - Couleur: Noir - Garantie: 1 an.","LOGITECH","https://www.mytek.tn/media/catalog/product/k/i/kit-de-montage-logitech-pour-systeme-de-visioconference-rally-noir.jpg"
"1769172966-6","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Equipement de Conférence","https://www.mytek.tn/informatique/equipement-de-conference.html","Haut-parleur Speakerphone JABRA SPEAK2 75 Bluetooth - Gris","https://www.mytek.tn/haut-parleur-speakerphone-jabra-speak2-75-bluetooth-gris.html","Haut-parleur Speakerphone JABRA SPEAK2 75 Bluetooth - Gris","1 199,000 DT","Haut-parleur Speakerphone JABRA SPEAK2 75 - Connectivité: Filaire , Sans Fil - Interface de Connectivité: USB C ou USB A, Bluetooth (pour smartphone/tablette uniquement) - Portée Bluetooth: 30 mètres - Batterie lithium-ion rechargeable - Temps de charge (USB C/A 1 A): 2.5  heures - Temps de charge (USB C/A 0.5 A): 5  heures - Autonomie en conversation: 32 heures - Capacité de la batterie: 4700 mA - Taille du haut-parleur: 65 mm - Protection IP64 contre la poussière et l'eau - Rapport signal-bruit (SNR): 72 dB - Couleur: Gris - Garantie: 2 ans","JABRA","https://www.mytek.tn/media/catalog/product/h/a/haut-parleur-speakerphone-jabra-speak2-75-bluetooth-gris-f_1.jpg"
"1769172970-7","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Sac à Dos Scolaire Lycée AMERICAIN TOURISTER UPBEAT PRO COATED MC9 - Noir","https://www.mytek.tn/sac-a-dos-scolaire-lycee-americain-tourister-upbeat-pro-coated-mc9-noir.html","Sac à Dos Scolaire Lycée AMERICAIN TOURISTER UPBEAT PRO COATED MC9 - Noir","279,000 DT","Sac à Dos Scolaire Lycée AMERICAIN TOURISTER UPBEAT PRO COATED MC9 - Sexe: Unisexe - Matière: 100% Polyester - Volume: 20 Litres - 1 x Compartiment principal - Poignée(s) haute(s) - Fermetures à glissière - 1 x poche frontale - Bandoulières ergonomiques - Porte-bouteille - Dimension: 42,5 x 28 x 23 cm - Poids: 0.4 Kg - Couleur: Noir","AMERICAN-TOURISTER",""
"1769172972-8","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Sac à Dos Scolaire Lycée AMERICAIN TOURISTER Jungle","https://www.mytek.tn/sac-a-dos-scolaire-lycee-americain-tourister-jungle.html","Sac à Dos Scolaire Lycée AMERICAIN TOURISTER Jungle","279,000 DT","Sac à Dos Scolaire Lycée AMERICAIN TOURISTER Jungle  - Sexe: Unisexe - Matière: 100% R-PET Polyester - Volume: 23 Litres - Fermetures à glissière standard - Porte-bouteille - Un compartiment à l’intérieur pour votre ordinateur - Dimension: 40 x 27.5 x 20.5 cm - Poids: 0.4 Kg - Couleur: Noir","AMERICAN-TOURISTER","https://www.mytek.tn/media/catalog/product/s/a/sac-a-dos-scolaire-lycee-americain-tourister-jungle.jpg"
"1769172974-9","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Sac à Dos Scolaire AMERICAIN TOURISTER Triangle - Noir","https://www.mytek.tn/sac-a-dos-scolaire-americain-tourister-triangle-noir.html","Sac à Dos Scolaire AMERICAIN TOURISTER Triangle - Noir","279,000 DT","Sac à Dos Scolaire AMERICAIN TOURISTER Triangle - Sexe: Unisexe - Matière: 100% R-PET Polyester - Volume: 23 Litres - Bretelles: Bandoulières ergonomiques - Porte-bouteille - Un dos agréablement rembourré - Un compartiment principal - Une fermeture éclair à double sens - Dimension: 40 x 27.5 x 20.5 cm - Poids: 0.4 Kg - Couleur: Noir","AMERICAN-TOURISTER","https://www.mytek.tn/media/catalog/product/s/a/sac-a-dos-scolaire-americain-tourister-triangle-noir.jpg"
"1769172977-10","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Sac à Dos Scolaire Lycée AMERICAIN TOURISTER UpBeat SAD 93G 001 - Bleu","https://www.mytek.tn/sac-a-dos-scolaire-lycee-americain-tourister-upbeat-sad-93g-001-bleu.html","Sac à Dos Scolaire Lycée AMERICAIN TOURISTER UpBeat SAD 93G 001 - Bleu","259,000 DT","Sac à Dos Scolaire Lycée AMERICAIN TOURISTER UpBeat SAD 93G 001 - Sexe: Unisexe - Matière: 100% Polyester - Volume: 20.5 Litres - 1 x Compartiment principal - Poignée(s) haute(s) - Fermetures à glissière - 1 x poche frontale - Bandoulières ergonomiques - Porte-bouteille - Pen loops - Dimension: 42 x 30 x 15 cm - Poids: 0.3 Kg - Couleur: Noir","AMERICAN-TOURISTER",""
"1769172979-11","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Sac à Dos Scolaire Lycée AMERICAIN TOURISTER UpBeat SAD 93G 001 - Noir","https://www.mytek.tn/sac-a-dos-scolaire-lycee-americain-tourister-upbeat-sad-93g-001-noir.html","Sac à Dos Scolaire Lycée AMERICAIN TOURISTER UpBeat SAD 93G 001 - Noir","259,000 DT","Sac à Dos Scolaire Lycée AMERICAIN TOURISTER UpBeat SAD 93G 001 - Sexe: Unisexe - Matière: 100% Polyester - Volume: 20.5 Litres - 1 x Compartiment principal - Poignée(s) haute(s) - Fermetures à glissière - 1 x poche frontale - Bandoulières ergonomiques - Porte-bouteille - Pen loops - Dimension: 42 x 30 x 15 cm - Poids: 0.3 Kg - Couleur: Noir","AMERICAN-TOURISTER","https://www.mytek.tn/media/catalog/product/s/a/sac-a-dos-scolaire-lycee-americain-tourister-upbeat-sad-93g-001-noir.jpg"
"1769172981-12","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Sac à Dos Primaire COOL SCHOOL Ergo Space Taille M Pour Garçon - Noir&Bleu","https://www.mytek.tn/sac-a-dos-primaire-cool-school-ergo-space-taille-m-pour-garcon-noir-bleu.html","Sac à Dos Primaire COOL SCHOOL Ergo Space Taille M Pour Garçon - Noir&Bleu","89,000 DT  209,000 DT -120DT","Sac à Dos Primaire COOL SCHOOL Ergo Space Pour Garçon - Taille: Moyen - Niveau scolaire de 1er année primaire jusqu'à 3éme année primaire - Couleur: Noir & Bleu - Sac avec différents compartiments qui offre une organisation facile, avec une poche isotherme - Base Eva: Solide et renforcée, permet de fixer le sac à dos sur le chariot - Un tissu imperméable - Dos orthopédique et confortable - Bretelles renforcées, matelassés et ajustable - Sangle de poitrine doit toujours attacher pour aider à la répartition du poids - Des éléments réfléchissants qui assurent la sécurité de l'enfant sur la route le soir","COOL-SCHOOL","https://www.mytek.tn/media/catalog/product/t/4/t42129-l_1_2.jpg"
"1769172983-13","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Sac à Dos Scolaire 3 Compartiements Avec Design - Rose&Gris","https://www.mytek.tn/sac-a-dos-scolaire-3-compartiements-avec-design-rose-gris.html","Sac à Dos Scolaire 3 Compartiements Avec Design - Rose&Gris","69,900 DT  99,000 DT -29.1DT","Sac à Dos Scolaire Avec Design  - 3 x Compartiment - Fermetures à glissière standard - Porte-bouteille -  Bretelles renforcées, matelassés et ajustable  - Sangle de poitrine doit toujours attacher pour aider à la répartition du poids - Des éléments réfléchissants qui assurent la sécurité de l'enfant sur la route le soir - Couleur: Rose&Gris.","Sans-Fabricant",""
"1769172985-14","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Sac à Dos Primaire COOL SCHOOL SPIDER Moyen Pour Garçon - Noir&Rouge","https://www.mytek.tn/sac-a-dos-primaire-cool-school-spider-moyen-pour-garcon-noir-rouge.html","Sac à Dos Primaire COOL SCHOOL SPIDER Moyen Pour Garçon - Noir&Rouge","65,000 DT  119,000 DT -54DT","Sac à Dos Primaire COOL SCHOOL SPIDER - Sexe: Garçon - Taille: Moyen - Niveau scolaire: 1ème, 2ème et 3ème année - Grands compartiments - Confortable et orthopédique - Organisation facile avec séparateur intérieur - Imperméable tissue - Rembourrage dorsal préforme et doux pour une circulation de l’air optimale - Bretelles anatomiques  - Couleur: Noir&Rouge","COOL-SCHOOL","https://www.mytek.tn/media/catalog/product/s/a/sac-a-dos-primaire-cool-school-spider-moyen-pour-garcon-noir-rouge.jpg"
"1769172987-15","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Sac à Dos Scolaire SWISSGEAR 2002 - Bleu","https://www.mytek.tn/sac-a-dos-scolaire-swissgear-2002-bleu.html","Sac à Dos Scolaire SWISSGEAR 2002 - Bleu","59,000 DT  99,000 DT -40DT","Sac à Dos Scolaire SwissGear - Compartiment principal pour Pc portable - Bretelles et bandoulière ajustables et rembourrées - Conception de haute qualité - Port de Charge USB - Design décontracté et élégant  - Couleur: Bleu.","Sans-Fabricant",""
"1769172989-16","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Sac à Dos Scolaire SWISSGEAR 2025 - Bleu","https://www.mytek.tn/sac-a-dos-scolaire-swissgear-2025-bleu.html","Sac à Dos Scolaire SWISSGEAR 2025 - Bleu","59,000 DT  99,000 DT -40DT","Sac à Dos Scolaire SwissGear - Compartiment principal pour Pc portable - Bretelles et bandoulière ajustables et rembourrées - Conception de haute qualité - Design décontracté et élégant  - Couleur: Bleu .","Sans-Fabricant",""
"1769172991-17","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Sac à Dos Scolaire COOL SCHOOL Etoile Fille - Rose&Noir","https://www.mytek.tn/sac-a-dos-scolaire-cool-school-etoile-fille-rose-noir.html","Sac à Dos Scolaire COOL SCHOOL Etoile Fille - Rose&Noir","55,000 DT  159,000 DT -104DT","Sac à Dos Scolaire COOL SCHOOL Étoile - Sexe: Fille - Compartiments:1 x Compartiment Intérieur Pour les Livres, Documents, Pochettes et Cahiers - 1 x Poches Avant Pour Trousse - 2 x poches à Cotés pour les accessoires - Confortable et orthopédique - Taille idéal pour les matériels scolaires - Couleur: Rose&Noir","COOL-SCHOOL",""
"1769172993-18","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Sac à Dos Scolaire VIQUEL The Good Way - Bleu","https://www.mytek.tn/sac-a-dos-scolaire-viquel-the-good-way-bleu.html","Sac à Dos Scolaire VIQUEL The Good Way - Bleu","55,000 DT  69,000 DT -14DT","Sac à Dos Scolaire VIQUEL The Good Way - Matière: Polyester 600D - Nombre de compartiments: 1 compartiment à fermeture zippée - Le dos et les bretelles sont moussés pour un confort optimal - Une poche moussée pour ordinateur a été intégrée à l’intérieur du sac à dos pour pouvoir y ranger son PC portable en toute sécurité - Dimensions: 30 x 41 x 19 cm - Couleur: Bleu marine","VIQUEL",""
"1769172996-19","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Sac à Dos Scolaire 2 Compartiements - Bleu","https://www.mytek.tn/sac-a-dos-scolaire-2-compartiements-bleu.html","Sac à Dos Scolaire 2 Compartiements - Bleu","49,000 DT","Sac à Dos Scolaire - 2 x Compartiment - Fermetures à glissière standard - Bretelles renforcées, matelassés et ajustable  - Sangle de poitrine doit toujours attacher pour aider à la répartition du poids - Des éléments réfléchissants qui assurent la sécurité de l'enfant sur la route le soir - Couleur: Bleu.","Sans-Fabricant",""
"1769172998-20","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Trousse Scolaire MAPED garnie 1etage totem - Bleu","https://www.mytek.tn/trousse-scolaire-maped-garnie-1etage-totem-bleu.html","Trousse Scolaire MAPED garnie 1etage totem - Bleu","48,000 DT  74,900 DT -26.9DT","Trousse Scolaire MAPED garnie 1etage totem - Sexe: Garçon - Composition Et Matières: Polyester - Trousse décorée et remplie avec une panoplie complète d’accessoires scolaires - La trousse garnie est composée de 31 pièces avec outils d’écriture, coloriage et traçage - Trousse multi-produits : 31 composants: 1 gomme ;  1 taille-crayon ;  2 stylos bille ; 2 crayons à papier;  1 kit de traçage ; 8 crayons de couleur Color’Peps ;  14 feutres de coloriage Color’Peps - Couleur: Bleu","MAPED","https://www.mytek.tn/media/catalog/product/t/r/trousse-scolaire-maped-garnie-1etage-totem---bleu-1.jpg"
"1769173000-21","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Sac Déjeuner MAPED Picnik Jeune - Vert","https://www.mytek.tn/sac-dejeuner-maped-picnik-jeune-vert.html","Sac Déjeuner MAPED Picnik Jeune - Vert","39,900 DT  49,000 DT -9.1DT","Sac Déjeuner MAPED Picnik Jeune - Compact parfait pour contenir d'innombrables choses ! - Isotherme : garde les aliments au frais - Nettoyage Facile : doublure interne facile à essuyer - Ouverture facile avec une fermeture zippée sur le devant du sac - Couleur: Vert","MAPED","https://www.mytek.tn/media/catalog/product/s/a/sac-d_jeuner-maped-picnik-jeune---vert-1.jpg"
"1769173002-22","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Sac Déjeuner MAPED Picnik Jeune - Turquoise","https://www.mytek.tn/sac-dejeuner-maped-picnik-jeune-turquoise.html","Sac Déjeuner MAPED Picnik Jeune - Turquoise","39,900 DT  49,000 DT -9.1DT","Sac Déjeuner MAPED Picnik Jeune - Compact parfait pour contenir d'innombrables choses ! - Isotherme : garde les aliments au frais - Nettoyage Facile : doublure interne facile à essuyer - Ouverture facile avec une fermeture zippée sur le devant du sac - Couleur: Turquoise .","MAPED","https://www.mytek.tn/media/catalog/product/s/a/sac-d_jeuner-maped-picnik-jeune---turquoise-1.jpg"
"1769173004-23","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Sac à Gouter GEMUS Isothérme motif Fleurs - Rose","https://www.mytek.tn/sac-a-gouter-gemus-isotherme-motif-fleurs-rose.html","Sac à Gouter GEMUS Isothérme motif Fleurs - Rose","39,000 DT","Sac à Gouter GEMUS Isothérme motif Fleurs - Volume: 10 litres - Matière: Polyester - 2 Bretelles de portage - Sangle latérale - Conception robuste et légère - Matière intérieure isotherme - Fermeture à glissière 1 poche supérieure - Finition très soignée - Dimensions: 25 x 23 x 16 cm - Couleur: Rose","GEMUS",""
"1769173006-24","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Pack Trois Paniers + Sac Bouteille Isotherme - Bleu","https://www.mytek.tn/pack-trois-paniers-sac-bouteille-isotherme-bleu.html","Pack Trois Paniers + Sac Bouteille Isotherme - Bleu","31,900 DT  49,000 DT -17.1DT","Pack Trois Paniers + Sac Bouteille Isotherme - Panier: Trois Tailles Différentes - Sac isotherme d’excellente qualité - Grosse double fermeture - Sangles de transport à main - Idéal pour conserver votre repas au frais pour une sortie ou quotidiennement pour le travail - Nettoyage facile - Sac Bouteille: Pratique, ce sac permet de maintenir une bouteille au frais, lors des sorties en plein air - Couleur: Bleu","Sans-Fabricant",""
"1769173008-25","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Pack Trois Paniers + Sac Bouteille Isotherme - Gris","https://www.mytek.tn/pack-trois-paniers-sac-bouteille-isotherme-gris.html","Pack Trois Paniers + Sac Bouteille Isotherme - Gris","31,900 DT  49,000 DT -17.1DT","Pack Trois Paniers + Sac Bouteille Isotherme - Panier: Trois Tailles Différentes - Sac isotherme d’excellente qualité - Grosse double fermeture - Sangles de transport à main - Idéal pour conserver votre repas au frais pour une sortie ou quotidiennement pour le travail - Nettoyage facile - Sac Bouteille: Pratique, ce sac permet de maintenir une bouteille au frais, lors des sorties en plein air - Couleur: Gris","Sans-Fabricant",""
"1769173010-26","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Pack Trois Paniers + Sac Bouteille Isotherme - Rouge","https://www.mytek.tn/pack-trois-paniers-sac-bouteille-isotherme-rouge.html","Pack Trois Paniers + Sac Bouteille Isotherme - Rouge","31,900 DT  49,000 DT -17.1DT","Pack Trois Paniers + Sac Bouteille Isotherme - Panier: Trois Tailles Différentes - Sac isotherme d’excellente qualité - Grosse double fermeture - Sangles de transport à main - Idéal pour conserver votre repas au frais pour une sortie ou quotidiennement pour le travail - Nettoyage facile - Sac Bouteille: Pratique, ce sac permet de maintenir une bouteille au frais, lors des sorties en plein air - Couleur: Rouge","Sans-Fabricant","https://www.mytek.tn/media/catalog/product/4/_/4_461_1.jpg"
"1769173013-27","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Pack Trois Paniers + Sac Bouteille Isotherme - Noir","https://www.mytek.tn/pack-trois-paniers-sac-bouteille-isotherme-noir.html","Pack Trois Paniers + Sac Bouteille Isotherme - Noir","31,900 DT  49,000 DT -17.1DT","Pack Trois Paniers + Sac Bouteille Isotherme - Panier: Trois Tailles Différentes - Sac isotherme d’excellente qualité - Grosse double fermeture - Sangles de transport à main - Idéal pour conserver votre repas au frais pour une sortie ou quotidiennement pour le travail - Nettoyage facile - Sac Bouteille: Pratique, ce sac permet de maintenir une bouteille au frais, lors des sorties en plein air - Couleur: Noir","Sans-Fabricant",""
