web-scraper-order,web-scraper-start-url,category_link,category_link-href,product_link,product_link-href,name,price,description,brand,image_url-src
"1769173171-99","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Serveurs","https://www.mytek.tn/informatique/serveurs.html","Serveur LENOVO THINK SYSTEM SR250 V2 XEON E-2378 16Go (7D7QA031EA)","https://www.mytek.tn/serveur-lenovo-think-system-sr250-v2-xeon-e-2378-16go-7d7qa031ea.html","Serveur LENOVO THINK SYSTEM SR250 V2 XEON E-2378 16Go (7D7QA031EA)","5 779,000 DT","Serveur LENOVO THINK SYSTEM SR250 V2 - Format: Rack 1U - Processeur: Intel Xeon  E-2378 (2,60 GHz up to 4,80 GHz Turbo max, 16 Mo de mémoire cache, Octa-Core) - Mémoire: 16Go - Disque Dur: Sans Disque Dur - Contrôleur de stockage: SATA RAID - Refroidissement: 4 ventilateurs système non remplaçables à chaud - Connecteurs: 1x USB 3.2 G1, 1x USB 2.0, 2x USB 3.2 G2, 1x vidéo VGA, 2x RJ-45, 1x port série - 2x Ports Réseaux de 1Gb - Alimentation: 450 W - Garantie: 3 ans","LENOVO","https://www.mytek.tn/media/catalog/product/s/e/serveur-lenovo-think-system-sr250-v2-xeon-e-2378-16go-7d7qa031ea-s.jpg"
"1769173173-100","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Serveurs","https://www.mytek.tn/informatique/serveurs.html","Serveur DELL PowerEdge T360 Xeon 6315P 16Go 2To HDD (PET360-SPL2)","https://www.mytek.tn/serveur-dell-poweredge-t360-xeon-6315p-16go-2to-hdd-pet360-spl2.html","Serveur DELL PowerEdge T360 Xeon 6315P 16Go 2To HDD (PET360-SPL2)","5 699,000 DT","Serveur DELL PowerEdge T360 - Format: Tour 4,5U - Processeur: Intel Xeon 6315P (2.8 GHz up to 5.2 GHz Turbo max, 12Mo de mémoire cache, Quad-Core) - Mémoire: 16 Go - Disque Dur: 1x 2To HDD - Contrôleur de réseau: Broadcom 5720 double port 1 Go LOM intégré - Contrôleur de stockage: PERC H355 - Alimentation: 700W - Garantie: 1 an","DELL","https://www.mytek.tn/media/catalog/product/s/e/serveur-dell-poweredge-t360-xeon-6315p-16go-2to-hdd-pet360-spl2.jpg"
"1769173175-101","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Serveurs","https://www.mytek.tn/informatique/serveurs.html","Station de Travail HP Z4 G4 XEON E-2104 G4 16Go 1To (1JP11AV-70904715)","https://www.mytek.tn/station-de-travail-hp-z4-xeon-e-2104-g4-16go-1to-1jp11av-70904715.html","Station de Travail HP Z4 G4 XEON E-2104 G4 16Go 1To (1JP11AV-70904715)","5 549,000 DT","Station de Travail HP Z4 G4 - Processeur: Intel Xeon E-2104 G4 (Quad-Core, 3.2 GHz, 8 Mo de Mémoire Cache) - Systéme d'exploitation: FreeDos - Mémoire: 16Go - Disque Dur: 1 To - Carte graphique: Nvidia Quadro 5GB P2000 (4)DP Graphics - Garantie: 3 ans","HP","https://www.mytek.tn/media/catalog/product/s/t/station-de-travail-hp-z4-g4_1_1.jpg"
"1769173177-102","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Serveurs","https://www.mytek.tn/informatique/serveurs.html","Station de Travail LENOVO P520C XEON W2104 16Go 2To (30BXS0TT00)","https://www.mytek.tn/station-de-travail-lenovo-p520c-xeon-w2104-16go-2to-30bxs0tt00.html","Station de Travail LENOVO P520C XEON W2104 16Go 2To (30BXS0TT00)","5 389,000 DT","Station de Travail LENOVO P520C - Format: Tour - Processeur: Intel Xeon W-2104 (3,2 GHz, 8.25 Mo de mémoire cache, 4 cœurs), Système d'exploitation: FreeDos - Mémoire: 16Go  - Disque Dur: 2To SATA - Carte graphique: Nvidia Quadro P2000 ( 5 Go de mémoire dédiée) - Graveur DVD - Lecteur de cartes - Ethernet - USB 3.1, USB 2.0 - Garantie: 3 ans","LENOVO",""
"1769173179-103","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Serveurs","https://www.mytek.tn/informatique/serveurs.html","Serveur LENOVO THINK SYSTEM SR250 V2 XEON E-2356G 32Go (7D7QA02QEA)","https://www.mytek.tn/serveur-lenovo-think-system-sr250-v2-xeon-e-2356g-32go-7d7qa02qea.html","Serveur LENOVO THINK SYSTEM SR250 V2 XEON E-2356G 32Go (7D7QA02QEA)","5 199,000 DT","Serveur LENOVO THINK SYSTEM SR250 V2 - Format: Rack 1U - Processeur: Intel Xeon  E-2356G (3,20 GHz up to 5,00 GHz Turbo max, 12 Mo de mémoire cache, Hexa-Core) - Mémoire: 32Go - Disque Dur: Sans Disque Dur - Contrôleur de stockage: SATA RAID - Refroidissement: 4 ventilateurs système non remplaçables à chaud - Connecteurs: 1x USB 3.2 G1, 1x USB 2.0, 2x USB 3.2 G2, 1x vidéo VGA, 2x RJ-45, 1x port série - 2x Ports Réseaux de 1Gb - Alimentation: 450 W - Garantie: 3 ans","LENOVO","https://www.mytek.tn/media/catalog/product/s/e/serveur-lenovo-think-system-sr250-v2-xeon-e-2356g-32go-7d7qa02qea-s.jpg"
"1769173181-104","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Serveurs","https://www.mytek.tn/informatique/serveurs.html","Serveur HP ProLiant ML110 Gen10 4.5U Intel® Xeon® 16Go (P10812-421)","https://www.mytek.tn/serveur-hp-proliant-ml110-gen10-45u-intel-xeon-16go-p10812-421.html","Serveur HP ProLiant ML110 Gen10 4.5U Intel® Xeon® 16Go (P10812-421)","4 939,000 DT","Serveur HP ProLiant ML110 Gen10 - Format: Tour 4.5U - Processeur: Intel Xeon Silver 4208 (8 cœurs, 2.10 GHz jusqu'à 3.2 GHz, 11 Mo  de Mémoire Cache 85W) - Mémoire: 16 Go DDR4 - Disque Dur: Sans Disque - Nombre HDD: 4 x LFF - Type d'alimentation: 1 x 550W ATX Power - Type de contrôleur Raid: Embedded SW RAID With 10 SATA ports - Carte réseau: HPE Ethernet 1Gb 2-port 332i Adapter - Ventilateur: 2 non-hot plug, non redundant - Garantie: 3 ans","HP",""
"1769173183-105","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Serveurs","https://www.mytek.tn/informatique/serveurs.html","Serveur LENOVO SYSTEM X3550 M5 E5-2620 16Go (8869-EJG)","https://www.mytek.tn/serveur-lenovo-x3550-m5-e5-2620-16-go.html","Serveur LENOVO SYSTEM X3550 M5 E5-2620 16Go (8869-EJG)","4 915,000 DT","System LENOVO X3550 M5 - Format: Rack 1U - Processeur: Intel Xeon E5-2620 v4 8C (2.1 GHz up to 3.0 GHz, 20 Mo de mémoire cache, 8 cœurs) - Mémoire: 16Go DDR4 2133 MHz - Disque Dur: Sans Disque Dur - Disque Dur Supporté: 4 de base extensible 8 hot-swap - Ventilation: Redondante - Interface Réseau: 4x Port Gigabit Ethernet, 1x IMM2 - Connecteurs: 2 ports USB 3.0, 2 port 2.0, 1 port VGA DB-15, 2 port internal USB - 1 Slots PCIe Extensible à 4 - lecteur/ graver: option - Controleur Raid: M5210 Raid (0,1,10) - Alimentation: 750W HS - Garantie: 3 ans","LENOVO","https://www.mytek.tn/media/catalog/product/8/8/8869-ejg.jpg"
"1769173185-106","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Serveurs","https://www.mytek.tn/informatique/serveurs.html","Serveur LENOVO THINK SYSTEM SR250 V2 XEON E-2334 16Go","https://www.mytek.tn/serveur-lenovo-think-system-sr250-v2-xeon-e-2334-16go.html","Serveur LENOVO THINK SYSTEM SR250 V2 XEON E-2334 16Go","4 839,000 DT","Serveur LENOVO THINK SYSTEM SR250 V2 - Format: Rack 1U - Processeur: Intel Xeon E-2334 (3,40 GHz up to 4,80 GHz Turbo max, 8 Mo de mémoire cache, Quad-Core) - Mémoire: 16Go - Disque Dur: Sans Disque Dur - Contrôleur de stockage: ThinkSystem RAID 5350-8i PCIe 12 Go - Contrôleur RAID Physique - Refroidissement: 4 ventilateurs système non remplaçables à chaud - Connecteurs: 1x USB 3.2 G1, 1x USB 2.0, 2x USB 3.2 G2, 1x vidéo VGA, 2x RJ-45, 1x port série - 2x Ports Réseaux de 1Gb - Alimentation: 450 W - Garantie: 3 ans","LENOVO","https://www.mytek.tn/media/catalog/product/s/e/serveur-lenovo-think-system-sr250-v2-xeon-e-2334-16go.jpg"
"1769173187-107","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Serveurs","https://www.mytek.tn/informatique/serveurs.html","Station de Travail HP Z2 G9 i7 12è Gén 16Go 512Go SSD (5F0K8EA)","https://www.mytek.tn/station-de-travail-hp-z2-g9-i7-12e-gen-16go-512go-ssd-5f0k8ea.html","Station de Travail HP Z2 G9 i7 12è Gén 16Go 512Go SSD (5F0K8EA)","4 759,000 DT","Station de Travail HP Z2 G9 - Processeur: Intel Core i7-12700 (1,60 GHz up to 4,90 GHz Turbo max, 25 Mo de Mémoire Cache, 12-Cores) - Système d'exploitation: Windows 11 Pro - Mémoire: 16 Go DDR5 - Disque Dur: 512 Go SSD - Carte graphique: Nvidia T600 (4Go de mémoire dédiée) avec 10x USB Type-A, 1x USB Type-C, 2x DisplayPort™ 1.4, 1x RJ-45, 1 entrée audio, 1 sortie audio, 1 prise jack universelle - Garantie: 1 an","HP","https://www.mytek.tn/media/catalog/product/s/t/station-de-travail-hp-z2-g9-i7-12e-gen-16go-512go-ssd-5f0k8ea.jpg"
"1769173190-108","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Serveurs","https://www.mytek.tn/informatique/serveurs.html","Serveur LENOVO Think System SR250 Xeon E-2186G 16 Go (7Y51A030EA)","https://www.mytek.tn/serveur-lenovo-sr250-xeon-e-2186g-16-go-7y51a030ea.html","Serveur LENOVO Think System SR250 Xeon E-2186G 16 Go (7Y51A030EA)","4 519,000 DT","Serveur LENOVO Think System SR250 - Format: Rack 1U - Processeur: Intel Xeon E-2186G 6C (3.8 GHz up to 4.7 GHz, 12 Mo de mémoire cache, 6 cœurs) - Mémoire: 16 Go UDIMM DDR4-2666 (1Rx8) - Disque Dur: Sans Disque - Baies de disque: 8 baies de disques SAS , SATA 2,5"" - Source de courant: 1 x 450W - Niveaux de RAID:0/1/10/5 avec Intel RSTe - Lecteur/Graveur: 2x PCIe x8 , 1x PCIe x4 - Connecteurs: 2 x USB 2.0 ports. 4 x USB 3.0 ports, 1 x DB-15 VGA port, 1 x DB-9 serial port, 2 x 1Gb Ethernet - Garantie: 3 ans","LENOVO",""
"1769173192-109","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Serveurs","https://www.mytek.tn/informatique/serveurs.html","Station de Travail MYTEK i7 12è Gén 64Go PNY NVIDIA T1000 4G GDDR6","https://www.mytek.tn/station-de-travail-mytek-i7-12e-gen-64go-pny-nvidia-t1000-4g-gddr6.html","Station de Travail MYTEK i7 12è Gén 64Go PNY NVIDIA T1000 4G GDDR6","4 499,000 DT","Station de Travail MYTEK - Processeur: Intel Core i7-12700K (Up to 5.00 GHz Turbo max, 25Mo Mémoire cache, 12-Cores) - Système d'exploitation: Windows 11 Pro - Mémoire RAM: 64 Go ( 2 X 32 Go ) DDR5 - Disque Dur: KINGSTON SSD NV3 1To M.2 NVME Gen4x4 R6000-W4000 - Carte mère: ASROCK Z790 PG LIGHTNING - Carte Graphique: Pro PNY NVIDIA T1000 4Go Single Fan - Refroidisseur CPU: DEEPCOOL AIR-COOLER AK620 Digital 2xFAN LGA1700/AM5 TDP 260W - Boîtier Gamer MSI MAG FORGE 320R AIRFLOW  / ATX / 4 ventilo RGB - MSI BLOC D'ALIMENTATION MAG A750GN PCIE5 - Couleur: Noir - Garantie: 1 an","MYTEK","https://www.mytek.tn/media/catalog/product/s/t/station-de-travail-mytek-i7-12e-gen-64go-pny-nvidia-t1000-4g-gddr6-b.png"
"1769173194-110","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Serveurs","https://www.mytek.tn/informatique/serveurs.html","Serveur HP ProLiant DL160 Gen10 Xeon Silver 4208 16Go (P19561-B21)","https://www.mytek.tn/serveur-hp-proliant-dl160-gen10-xeon-silver-4208-16go-p19561-b21.html","Serveur HP ProLiant DL160 Gen10 Xeon Silver 4208 16Go (P19561-B21)","4 439,000 DT","Serveur HP ProLiant DL160 Gen10 - Format: Rack 1U - Processeur: Intel Xeon Silver 4208 (2,10 GHz up to 3,20 GHz Turbo max, 11Mo, Octa-Core) - Mémoire: 16Go (1Rx4 PC4-2933V-R) - Disque Dur: Sans Disque - Contrôleur : 4 X LFF - Carte réseau: HPE embedded 2-port 1 GbE Ethernet adapter - Controleur Raid: Embedded 14-port S100i  - Ventilateurs: 3 Standard - Alimentation: 1 x 500W Hot Plug RPS - Garantie: 3 ans","HP","https://www.mytek.tn/media/catalog/product/p/1/p19561-b21_1.jpg"
"1769173196-111","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Serveurs","https://www.mytek.tn/informatique/serveurs.html","Serveur DELL PowerEdge T160 Xeon 6315P 32Go 2To HDD","https://www.mytek.tn/serveur-dell-poweredge-t160-xeon-6315p-32go-2to-hdd.html","Serveur DELL PowerEdge T160 Xeon 6315P 32Go 2To HDD","4 339,000 DT","Serveur DELL PowerEdge T160 - Format: Tour 3U - Processeur: Intel Xeon 6315P (2.8 GHz up to 5.2 GHz Turbo max, 12Mo de mémoire cache, Quad-Core) - Mémoire: 32 Go - Disque Dur: 1x 2To HDD - Contrôleur de réseau: Broadcom 5720 double port 1 Go LOM intégré - Gestion du serveur: iDRAC9 - Alimentation: 300W - Garantie: 1 an","DELL","https://www.mytek.tn/media/catalog/product/s/e/serveur-dell-poweredge-t160-xeon-6315p-32go-2to-hdd.jpg"
"1769173198-112","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Serveurs","https://www.mytek.tn/informatique/serveurs.html","Station de Travail MYTEK i7 12è Gén 32Go PNY NVIDIA T1000 4G GDDR6","https://www.mytek.tn/station-de-travail-mytek-i7-12e-gen-32go-pny-nvidia-t1000-4g-gddr6.html","Station de Travail MYTEK i7 12è Gén 32Go PNY NVIDIA T1000 4G GDDR6","4 299,000 DT","Station de Travail MYTEK - Processeur: Intel Core i7-12700K (Up to 5.00 GHz Turbo max, 25Mo Mémoire cache, 12-Cores) - Système d'exploitation: Windows 11 Pro - Mémoire RAM: 32 Go ( 2 X 16 Go ) DDR5 - Disque Dur: KINGSTON SSD NV3 1To M.2 NVME Gen4x4 R6000-W4000 - Carte mère: ASROCK Z790 PG LIGHTNING - Carte Graphique: Pro PNY NVIDIA T1000 4Go Single Fan - Refroidisseur CPU: DEEPCOOL AIR-COOLER AK620 Digital 2xFAN LGA1700/AM5 TDP 260W - Boîtier Gamer MSI MAG FORGE 320R AIRFLOW  / ATX / 4 ventilo RGB - MSI BLOC D'ALIMENTATION MAG A750GN PCIE5 - Couleur: Noir - Garantie: 1 an","MYTEK","https://www.mytek.tn/media/catalog/product/s/t/station-de-travail-mytek-i7-12e-gen-32go-pny-nvidia-t1000-4g-gddr6-s.png"
"1769173200-113","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Serveurs","https://www.mytek.tn/informatique/serveurs.html","Serveur HP ProLiant DL160 Gen10 Intel Xeon 4208 16Go","https://www.mytek.tn/serveur-hp-proliant-dl160-gen10-intel-xeon-4208-16go.html","Serveur HP ProLiant DL160 Gen10 Intel Xeon 4208 16Go","4 199,000 DT","Serveur HP ProLiant DL160 Gen10 - Format: Rack 1U - Processeur: Intel Xeon 4208 (2.10 GHz up to 3,20 GHz Turbo max, 11Mo, Octa-Core) - Mémoire: 16Go RDIMM - Disque Dur: Sans Disques - Disques durs inclus: 8 SFF - Contrôleur réseau : HPE 332i 1 Gbit 2 ports - Ventilateurs: 3 Ventilateurs changeable à chaud- Alimentation: 500W - Garantie: 3 ans","HP","https://www.mytek.tn/media/catalog/product/p/1/p19560-b21_1.jpg"
"1769173202-114","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Serveurs","https://www.mytek.tn/informatique/serveurs.html","Serveur HP ProLiant ML30 Gen10 Plus Xeon E-2314 16Go 2To (P44722-421)","https://www.mytek.tn/serveur-hp-proliant-ml30-gen10-plus-xeon-e-2314-16go-2to-p44722-421.html","Serveur HP ProLiant ML30 Gen10 Plus Xeon E-2314 16Go 2To (P44722-421)","4 159,000 DT  6 759,000 DT -2600DT","Serveur HP ProLiant ML30 Gen10 Plus - Format: Tour 4U - Processeur: Intel® Xeon® E-2314 (2,80 GHz up to 4,50 GHz Turbo max, 8Mo Mémoire Cache, Quad-Core) - Mémoire: 16 Go UDIMM DDR4 3200 MT/s - Disque Dur: 2 X HPE 1To SATA 7.2K SFF BC HDD - Contrôleur Raid: Intel VROC SATA software RAID - Carte Réseau: Embedded 1Gb 2-Port Ethernet Adapter - Ventilateurs: 1 non-hot plug, non-redundant system fan - Lecteur: Pas de DVD - Type d'alimentation: 1 X 500W HPE Flex Slot Power Supply - Garantie: 3 ans","HP","https://www.mytek.tn/media/catalog/product/s/e/serveur-hp-proliant-ml30-gen10-plus-xeon-e-2314-16go-2to-p44722-421.jpg"
"1769173204-115","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Serveurs","https://www.mytek.tn/informatique/serveurs.html","Serveur DELL PowerEdge T160 Xeon 6315P 16Go 480Go SSD (PET160-SPL2)","https://www.mytek.tn/serveur-dell-poweredge-t160-xeon-6315p-16go-480go-ssd-pet160-spl2.html","Serveur DELL PowerEdge T160 Xeon 6315P 16Go 480Go SSD (PET160-SPL2)","4 029,000 DT","Serveur DELL PowerEdge T160 - Format: Tour 3U - Processeur: Intel Xeon 6315P (2.8 GHz up to 5.2 GHz Turbo max, 12Mo de mémoire cache, Quad-Core) - Mémoire: 16 Go - Disque Dur: 1x 480Go SSD - Contrôleur de réseau: Broadcom 5720 double port 1 Go LOM intégré - Gestion du serveur: iDRAC9 - Alimentation: 300W - Garantie: 1 an","DELL","https://www.mytek.tn/media/catalog/product/s/e/serveur-dell-poweredge-t160-xeon-6315p-16go-480go-ssd-pet160-spl2.jpg"
"1769173207-116","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Serveurs","https://www.mytek.tn/informatique/serveurs.html","Serveur LENOVO THINK SYSTEM SR250 V2 XEON E-2334 16G","https://www.mytek.tn/serveur-lenovo-think-system-sr250-v2-xeon-e-2334-16g.html","Serveur LENOVO THINK SYSTEM SR250 V2 XEON E-2334 16G","4 019,000 DT","Serveur LENOVO THINK SYSTEM SR250 V2 - Format: Rack 1U - Processeur: Intel Xeon E-2334 (3,40 GHz up to 4,80 GHz Turbo max, 8 Mo de mémoire cache, Quad-Core) - Mémoire: 16Go - Disque Dur: Sans Disque Dur - Contrôleur de stockage: SATA RAID - Contrôleur SOFTWARE - Refroidissement: 4 ventilateurs système non remplaçables à chaud - Connecteurs: 1x USB 3.2 G1, 1x USB 2.0, 2x USB 3.2 G2, 1x vidéo VGA, 2x RJ-45, 1x port série - 2x Ports Réseaux de 1Gb - Alimentation: 450 W - Garantie: 3 ans","LENOVO","https://www.mytek.tn/media/catalog/product/s/e/serveur-lenovo-think-system-sr250-v2-xeon-e-2334-16g_1.jpg"
"1769173209-117","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Serveurs","https://www.mytek.tn/informatique/serveurs.html","Serveur LENOVO THINK SYSTEM SR250 V2 XEON E-2334 16Go (7D7QA02NEA)","https://www.mytek.tn/serveur-lenovo-think-system-sr250-v2-xeon-e-2334-16go-7d7qa02nea.html","Serveur LENOVO THINK SYSTEM SR250 V2 XEON E-2334 16Go (7D7QA02NEA)","3 939,000 DT","Serveur LENOVO THINK SYSTEM SR250 V2 - Format: Rack 1U - Processeur: Intel Xeon E-2334 (3,40 GHz up to 4,80 GHz Turbo max, 8 Mo de mémoire cache, Quad-Core) - Mémoire: 16Go - Disque Dur: Sans Disque Dur - Contrôleur de stockage: SATA RAID - Refroidissement: 4 ventilateurs système non remplaçables à chaud - Connecteurs: 1x USB 3.2 G1, 1x USB 2.0, 2x USB 3.2 G2, 1x vidéo VGA, 2x RJ-45, 1x port série - 2x Ports Réseaux de 1Gb - Alimentation: 450 W - Garantie: 3 ans","LENOVO","https://www.mytek.tn/media/catalog/product/s/e/serveur-lenovo-think-system-sr250-v2-xeon-e-2334-16go-7d7qa02nea-s.jpg"
"1769173211-118","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Serveurs","https://www.mytek.tn/informatique/serveurs.html","Serveur DELL PowerEdge T160 Xeon 6315P 16Go 2To HDD (PET160-SPL1-V2)","https://www.mytek.tn/serveur-dell-poweredge-t160-xeon-6315p-16go-2to-hdd-pet160-spl1-v2.html","Serveur DELL PowerEdge T160 Xeon 6315P 16Go 2To HDD (PET160-SPL1-V2)","3 599,000 DT","Serveur DELL PowerEdge T160 - Format: Tour 3U - Processeur: Intel Xeon 6315P (2.8 GHz up to 5.2 GHz Turbo max, 12Mo de mémoire cache, Quad-Core) - Mémoire: 16 Go - Disque Dur: 1x 2To HDD - Contrôleur de réseau: Broadcom 5720 double port 1 Go LOM intégré - Gestion du serveur: iDRAC9 - Alimentation: 300W - Garantie: 1 an","DELL","https://www.mytek.tn/media/catalog/product/s/e/serveur-dell-poweredge-t160-xeon-6315p-16go-2to-hdd-pet160-spl1-v2.jpg"
"1769173213-119","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Serveurs","https://www.mytek.tn/informatique/serveurs.html","Serveur DELL PowerEdge T150 Xeon E-2314 8Go 1To (PET15011A)","https://www.mytek.tn/serveur-dell-poweredge-t150-xeon-e-2314-8go-1to-pet15011a.html","Serveur DELL PowerEdge T150 Xeon E-2314 8Go 1To (PET15011A)","3 525,000 DT","Serveur DELL PowerEdge T150 - Format: Tour - Processeur: Intel Xeon E-2314 (Quad-Core, 2.80 GHz Up To 4.50 GHz Turbo max, 8 Mo de Mémoire Cache) - Mémoire: 8 Go UDIMM, 3200MT/s, ECC - Disque Dur: 1 To 7.2K RPM SATA 6Gbps 3.5in Hard Drive - Châssis 3,5"" avec jusqu'à 4 disques durs - Carte mère PowerEdge T150 avec LOM intégré Broadcom 5720 double port 1 Go - iDrac9 Basic - Sans Système d'exploitation - Garantie: 3 ans","DELL","https://www.mytek.tn/media/catalog/product/s/e/serveur-dell-poweredge-t150-xeon-e-2314-8go-1to-pet15011a-a.jpg"
"1769173215-120","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Serveurs","https://www.mytek.tn/informatique/serveurs.html","Station de Travail LENOVO P330 E-2224 8Go 1To (30CYS1JE00)","https://www.mytek.tn/station-de-travail-lenovo-p330-e-2224-8go-1to-30cys1je00.html","Station de Travail LENOVO P330 E-2224 8Go 1To (30CYS1JE00)","3 079,000 DT","ThinkStaton LENOVO P330 - Format: Tour - Processeur: Intel Xeon E-2224 (3,4 GHz Up to 4.6 GHz, 8 Mo de mémoire cache, 4 cœurs) - Mémoire: 8Go DDR4 2666 - Disque Dur: 1To SATA (7200 Tours/min) - Carte Graphique: NVIDIA® Quadro P1000 (4Go GDDR5) - Control Raid: 0, 1, 5, 10 - Sans Système d'exploitation - Dimensions: 165 x 328 x 376 mm - Garantie: 1 an","LENOVO","https://www.mytek.tn/media/catalog/product/l/e/lenoo_1.jpg"
"1769173219-121","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Stockage","https://www.mytek.tn/informatique/stockage.html","Carte Mémoire ADATA 64Go Class 10 avec Adaptateur","https://www.mytek.tn/carte-memoire-adata-64go-class-10-avec-adaptateur.html","Carte Mémoire ADATA 64Go Class 10 avec Adaptateur","16,500 DT  23,000 DT -6.5DT","Carte Mémoire ADATA Avec Adaptateur - Capacité de Stockage: 64 Go - Facteur de forme: micro SDXC - Vitesse SD: Class 10 - Vitesse de lecture: 85 Mo/s - Vitesse d'écriture: 25 Mo/s .","ADATA",""
"1769173222-122","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Stockage","https://www.mytek.tn/informatique/stockage.html","Clé USB ADATA UC300 64Go Type C - Bleu","https://www.mytek.tn/cle-usb-adata-uc300-64go-type-c-bleu.html","Clé USB ADATA UC300 64Go Type C - Bleu","15,900 DT","Clé USB ADATA UC300 - Connecteur: Type C - Interface: USB 3.2 Gen1 - Capacité: 64Go - Système opérateur: Windows Vista, 7, 8, 8.1, 10, 11, Mac OS X 10.6 ou version ultérieure, noyau Linux 2.6 ou version ultérieure, sans pilote de périphérique requis - Dimensions (L x l x h): 63 x 20 x 10 mm - Poids: 7 g - Couleur: Bleu - Garantie: 3 ans","ADATA","https://www.mytek.tn/media/catalog/product/c/l/cle-usb-adata-uc300-64go-type-c-bleu-w.jpg"
"1769173224-123","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Stockage","https://www.mytek.tn/informatique/stockage.html","Clé USB ADATA UC300 64Go Type C - Noir&Vert","https://www.mytek.tn/cle-usb-adata-uc300-64go-type-c-noir-vert.html","Clé USB ADATA UC300 64Go Type C - Noir&Vert","15,900 DT","Clé USB ADATA UC300 - Connecteur: Type C - Interface: USB 3.2 Gen1 - Capacité: 64Go - Système opérateur: Windows Vista, 7, 8, 8.1, 10, 11, Mac OS X 10.6 ou version ultérieure, noyau Linux 2.6 ou version ultérieure, sans pilote de périphérique requis - Dimensions (L x l x h): 63 x 20 x 10 mm - Poids: 7 g - Couleur: Noir et Vert - Garantie: 3 ans","ADATA","https://www.mytek.tn/media/catalog/product/c/l/cle-usb-adata-uc300-64go-type-c-noir-vert-w.jpg"
