web-scraper-order,web-scraper-start-url,category_women,category_women-href,category_men,category_men-href,category_kids,category_kids-href,product,product-href,name,price,description,image_url-src,product_men,product_men-href,name_men,price_men,description_men,image_url_men-src,product_women,product_women-href,name_women,price_women,description_women,image_url_women-src
"1769176032-14","https://www.lefties.com/tn/","","","","","View Baby Boy","https://www.lefties.com/tn/kids/baby-boy/new-in-c1030662599.html","2-PACK","https://www.lefties.com/tn/kids/baby-boy/new-in/pack-of-2-assorted-t-shirts-c1030662599p720279431.html?colorId=701&parentId=720282157","Pack of 2 assorted T-shirts","39.90 TND","Pack of 2 long sleeve, round neck T-shirts, combining one plain and one printed. Made from 100% cotton fabric.","https://static.lefties.com/assets/public/57d6/d932/cd824994a85b/f8c73d722a46/01025801701-A3/01025801701-A3.jpg?ts=1764575423897&w=400&f=auto","","","","","","","","","","","",""
"1769176035-15","https://www.lefties.com/tn/","","","","","View Baby Boy","https://www.lefties.com/tn/kids/baby-boy/new-in-c1030662599.html","","https://www.lefties.com/tn/kids/baby-boy/new-in/slim-comfort-fit-jeans-c1030662599p720245261.html?colorId=704&style=01&parentId=735006374","Slim comfort fit jeans","49.90 TND","Mid-rise jeans with a five-pocket design and zip fly and metal top button fastening. Slightly straight fit. Made of a comfortable stretch fabric.","https://static.lefties.com/assets/public/9048/a00d/783a4e09bd9c/c840a63a7772/0140080070401-A8/0140080070401-A8.jpg?ts=1768216477870&w=400&f=auto","","","","","","","","","","","",""
"1769176037-16","https://www.lefties.com/tn/","","","","","View Baby Boy","https://www.lefties.com/tn/kids/baby-boy/new-in-c1030662599.html","2-PIECE SET","https://www.lefties.com/tn/kids/baby-boy/new-in/cars-plush-sweatshirt-and-trousers-co-ord-c1030662599p720269769.html?colorId=805&style=02&parentId=735006451","Cars plush sweatshirt and trousers co-ord","49.90 TND","Two-piece set composed of a sweatshirt and trousers. The sweatshirt has a round neck with ribbed elastic finishes on the neck, sleeves, and hem, and different car-themed prints. The trousers have an elastic waistband and cuffs on the hem. The set is made of stretchy cotton fabric with an inner brushed","https://static.lefties.com/assets/public/e432/434c/7bb74c34877b/38921c69931e/01045802805-02-A8/01045802805-02-A8.jpg?ts=1768215247992&w=400&f=auto","","","","","","","","","","","",""
"1769176042-17","https://www.lefties.com/tn/","","","","","View Baby Girl","https://www.lefties.com/tn/kids/baby-girl/new-in-c1030662598.html","","https://www.lefties.com/tn/kids/baby-girl/new-in/mom-fit-jeans-c1030662598p720282498.html?colorId=405&parentId=720285862","Mom fit jeans","69.90 TND","High-waist, relaxed-fit trousers with four pockets. Features an elasticated waistband with a front zip and metal button fastening. Made of 100% cotton denim fabric.","https://static.lefties.com/assets/public/bf27/f14f/3ea9403bbcc5/08b177574ae7/05414200405-A3/05414200405-A3.jpg?ts=1763712036808&w=400&f=auto","","","","","","","","","","","",""
"1769176045-18","https://www.lefties.com/tn/","","","","","View Baby Girl","https://www.lefties.com/tn/kids/baby-girl/new-in-c1030662598.html","","https://www.lefties.com/tn/kids/baby-girl/new-in/textured-ruffled-collar-shirt-c1030662598p720269016.html?colorId=733&parentId=720273761","Textured ruffled collar shirt","49.90 TND","Puff long sleeve shirt with elastic cuffs and a ruffled Peter Pan collar. Features a front button fastening and is made from a 100% cotton double gauze textured fabric with a polka dot print.","https://static.lefties.com/assets/public/2963/30fb/69ac4c149db5/e56f433b1a02/01910200733-A3/01910200733-A3.jpg?ts=1763365186527&w=400&f=auto","","","","","","","","","","","",""
"1769176047-19","https://www.lefties.com/tn/","","","","","View Baby Girl","https://www.lefties.com/tn/kids/baby-girl/new-in-c1030662598.html","","https://www.lefties.com/tn/kids/baby-girl/new-in/mom-fit-jeans-c1030662598p720282498.html?colorId=405&style=01&parentId=732133954","Mom fit jeans","69.90 TND","High-waist, relaxed-fit trousers with four pockets. Features an elasticated waistband with a front zip and metal button fastening. Made of 100% cotton denim fabric.","https://static.lefties.com/assets/public/ae0c/b9d1/a90e4c5baddc/053a9f0ee53c/05414200405-01-A7/05414200405-01-A7.jpg?ts=1767956212055&w=400&f=auto","","","","","","","","","","","",""
"1769176049-20","https://www.lefties.com/tn/","","","","","View Baby Girl","https://www.lefties.com/tn/kids/baby-girl/new-in-c1030662598.html","","https://www.lefties.com/tn/kids/baby-girl/new-in/textured-ruffled-collar-shirt-c1030662598p720269016.html?colorId=733&style=02&parentId=735006368","Textured ruffled collar shirt","49.90 TND","Puff long sleeve shirt with elastic cuffs and a ruffled Peter Pan collar. Features a front button fastening and is made from a 100% cotton double gauze textured fabric with a polka dot print.","https://static.lefties.com/assets/public/10a3/7370/000841e1b4af/d055ca9d1d25/0191020073302-A7/0191020073302-A7.jpg?ts=1768218110372&w=400&f=auto","","","","","","","","","","","",""
"1769176052-21","https://www.lefties.com/tn/","","","","","View Baby Girl","https://www.lefties.com/tn/kids/baby-girl/new-in-c1030662598.html","","https://www.lefties.com/tn/kids/baby-girl/new-in/knit-leggings-c1030662598p720268781.html?colorId=653&parentId=720273713","Knit leggings","39.90 TND","Leggings with an elasticated waistband and a tailored fit, made of ribbed stretch knit fabric.

COORDINATED GARMENTS
Pair them with the matching sweater.","https://static.lefties.com/assets/public/8d17/3d17/fe9a4162a1db/c30e0231cf42/01630200653-A3/01630200653-A3.jpg?ts=1765266904051&w=400&f=auto","","","","","","","","","","","",""
"1769176055-22","https://www.lefties.com/tn/","","","","","View Baby Girl","https://www.lefties.com/tn/kids/baby-girl/new-in-c1030662598.html","","https://www.lefties.com/tn/kids/baby-girl/new-in/knit-sweater-c1030662598p720270042.html?colorId=653&parentId=720273898","Knit sweater","49.90 TND","Plain long sleeve round neck sweater. Made from a knit fabric with ribbed cuffs and collar.

COORDINATED GARMENTS
Pair it with the matching co-ord leggings.","https://static.lefties.com/assets/public/0fd4/9aed/243b461a9c33/c82774219d11/01600200653-A3/01600200653-A3.jpg?ts=1765266901642&w=400&f=auto","","","","","","","","","","","",""
"1769176057-23","https://www.lefties.com/tn/","","","","","View Baby Girl","https://www.lefties.com/tn/kids/baby-girl/new-in-c1030662598.html","","https://www.lefties.com/tn/kids/baby-girl/new-in/knit-leggings-c1030662598p720268781.html?colorId=710&parentId=720273714","Knit leggings","39.90 TND","Leggings with an elasticated waistband and a tailored fit, made of ribbed stretch knit fabric.

COORDINATED GARMENTS
Pair them with the matching sweater.","https://static.lefties.com/assets/public/81f9/3f41/1c8a4bc580f2/904a197b637f/01630200710-A3/01630200710-A3.jpg?ts=1765266905533&w=400&f=auto","","","","","","","","","","","",""
"1769176060-24","https://www.lefties.com/tn/","","","","","View Baby Girl","https://www.lefties.com/tn/kids/baby-girl/new-in-c1030662598.html","","https://www.lefties.com/tn/kids/baby-girl/new-in/knit-sweater-c1030662598p720270042.html?colorId=710&parentId=720273899","Knit sweater","49.90 TND","Plain long sleeve round neck sweater. Made from a knit fabric with ribbed cuffs and collar.

COORDINATED GARMENTS
Pair it with the matching co-ord leggings.","https://static.lefties.com/assets/public/5818/e05c/88934255934f/50748d9b5543/01600200710-A3/01600200710-A3.jpg?ts=1765266903262&w=400&f=auto","","","","","","","","","","","",""
"1769176062-25","https://www.lefties.com/tn/","","","","","View Baby Girl","https://www.lefties.com/tn/kids/baby-girl/new-in-c1030662598.html","","https://www.lefties.com/tn/kids/baby-girl/new-in/knit-leggings-c1030662598p720268781.html?colorId=710&style=01&parentId=732133953","Knit leggings","39.90 TND","Leggings with an elasticated waistband and a tailored fit, made of ribbed stretch knit fabric.

COORDINATED GARMENTS
Pair them with the matching sweater.","https://static.lefties.com/assets/public/c47f/2e7f/35964145b410/0907f5887c20/0163020071001-A7/0163020071001-A7.jpg?ts=1768218103115&w=400&f=auto","","","","","","","","","","","",""
"1769176065-26","https://www.lefties.com/tn/","","","","","View Baby Girl","https://www.lefties.com/tn/kids/baby-girl/new-in-c1030662598.html","","https://www.lefties.com/tn/kids/baby-girl/new-in/knit-sweater-c1030662598p720270042.html?colorId=710&style=01&parentId=732133952","Knit sweater","49.90 TND","Plain long sleeve round neck sweater. Made from a knit fabric with ribbed cuffs and collar.

COORDINATED GARMENTS
Pair it with the matching co-ord leggings.","https://static.lefties.com/assets/public/8160/cfaf/6c864a38bb8a/346502a953c0/01600200710-01-A7/01600200710-01-A7.jpg?ts=1767955998082&w=400&f=auto","","","","","","","","","","","",""
"1769176067-27","https://www.lefties.com/tn/","","","","","View Baby Girl","https://www.lefties.com/tn/kids/baby-girl/new-in-c1030662598.html","","https://www.lefties.com/tn/kids/baby-girl/new-in/hooded-puffer-jacket-c1030662598p730018731.html?colorId=745&parentId=730022535","Hooded puffer jacket","89.90 TND","Puffer jacket with a hood. Invisible central zip fastening with a chin protector. The cuffs feature an elastic interior for a better fit. The quilted fabric provides warmth and comfort.","https://static.lefties.com/assets/public/c26c/1770/1879400d9cf8/821386c65aa3/05814202745-A3/05814202745-A3.jpg?ts=1754311254248&w=400&f=auto","","","","","","","","","","","",""
"1769176069-28","https://www.lefties.com/tn/","","","","","View Baby Girl","https://www.lefties.com/tn/kids/baby-girl/new-in-c1030662598.html","2-PACK","https://www.lefties.com/tn/kids/baby-girl/new-in/ruffled-sweatshirt-and-trousers-co-ord-c1030662598p720266975.html?colorId=712&style=03&parentId=735006466","Ruffled sweatshirt and trousers co-ord","79.90 TND","2-piece set consisting of an embroidered long sleeve, round neck sweatshirt with a ruffled hem in ribbed fabric and plush trousers with an elastic waistband and bow detail. The co-ord has a soft brushed interior and is made of plush fabric.","https://static.lefties.com/assets/public/ce1a/5210/f431465cbc1f/c1b3b56e92c8/01045202712-03-A1/01045202712-03-A1.jpg?ts=1768232015617&w=400&f=auto","","","","","","","","","","","",""
"1769176072-29","https://www.lefties.com/tn/","","","","","View Baby Girl","https://www.lefties.com/tn/kids/baby-girl/new-in-c1030662598.html","2-PACK","https://www.lefties.com/tn/kids/baby-girl/new-in/ruffled-sweatshirt-and-trousers-co-ord-c1030662598p720266975.html?colorId=653&parentId=720273389","Ruffled sweatshirt and trousers co-ord","79.90 TND","2-piece set consisting of an embroidered long sleeve, round neck sweatshirt with a ruffled hem in ribbed fabric and plush trousers with an elastic waistband and bow detail. The co-ord has a soft brushed interior and is made of plush fabric.","https://static.lefties.com/assets/public/bbc3/f86e/be8b44219c81/7a0615c0026e/01045202653-A1/01045202653-A1.jpg?ts=1767084483443&w=400&f=auto","","","","","","","","","","","",""
"1769176074-30","https://www.lefties.com/tn/","","","","","View Baby Girl","https://www.lefties.com/tn/kids/baby-girl/new-in-c1030662598.html","2-PACK","https://www.lefties.com/tn/kids/baby-girl/new-in/ruffled-sweatshirt-and-trousers-co-ord-c1030662598p720266975.html?colorId=712&parentId=720273390","Ruffled sweatshirt and trousers co-ord","79.90 TND","2-piece set consisting of an embroidered long sleeve, round neck sweatshirt with a ruffled hem in ribbed fabric and plush trousers with an elastic waistband and bow detail. The co-ord has a soft brushed interior and is made of plush fabric.","https://static.lefties.com/assets/public/db2e/deba/bd114807863e/1c5af9ed5a72/01045202712-A3/01045202712-A3.jpg?ts=1767084485042&w=400&f=auto","","","","","","","","","","","",""
"1769176076-31","https://www.lefties.com/tn/","","","","","View Baby Girl","https://www.lefties.com/tn/kids/baby-girl/new-in-c1030662598.html","2-PACK","https://www.lefties.com/tn/kids/baby-girl/new-in/ruffled-sweatshirt-and-trousers-co-ord-c1030662598p720266975.html?colorId=712&style=01&parentId=735006373","Ruffled sweatshirt and trousers co-ord","79.90 TND","2-piece set consisting of an embroidered long sleeve, round neck sweatshirt with a ruffled hem in ribbed fabric and plush trousers with an elastic waistband and bow detail. The co-ord has a soft brushed interior and is made of plush fabric.","https://static.lefties.com/assets/public/9180/1088/35424dd0a732/26fa1a695f53/01045202712-01-A1/01045202712-01-A1.jpg?ts=1767958777609&w=400&f=auto","","","","","","","","","","","",""
"1769176079-32","https://www.lefties.com/tn/","","","","","View Baby Girl","https://www.lefties.com/tn/kids/baby-girl/new-in-c1030662598.html","2-PACK","https://www.lefties.com/tn/kids/baby-girl/new-in/ruffled-sweatshirt-and-trousers-co-ord-c1030662598p720266975.html?colorId=712&style=02&parentId=735006450","Ruffled sweatshirt and trousers co-ord","79.90 TND","2-piece set consisting of an embroidered long sleeve, round neck sweatshirt with a ruffled hem in ribbed fabric and plush trousers with an elastic waistband and bow detail. The co-ord has a soft brushed interior and is made of plush fabric.","https://static.lefties.com/assets/public/7fe6/c006/b1f84d41a92b/ad2de9676358/01045202712-02-A1/01045202712-02-A1.jpg?ts=1768232033753&w=400&f=auto","","","","","","","","","","","",""
"1769176083-33","https://www.lefties.com/tn/","","","","","View Boy","https://www.lefties.com/tn/kids/boy/new-in-c1030661600.html","","https://www.lefties.com/tn/kids/boy/new-in/double-sleeve-t-shirt-c1030661600p720265385.html?colorId=811&parentId=720273137","Double sleeve T-shirt","39.90 TND","Round neck, long sleeve T-shirt, simulating a double sleeve. Features different text prints on the front and back of the garment. Made of 100% cotton fabric.","https://static.lefties.com/assets/public/741b/9b24/d9834bc484d7/1a4c3b63ee80/01030705811-A5/01030705811-A5.jpg?ts=1765266712766&w=400&f=auto","","","","","","","","","","","",""
"1769176086-34","https://www.lefties.com/tn/","","","","","View Boy","https://www.lefties.com/tn/kids/boy/new-in-c1030661600.html","","https://www.lefties.com/tn/kids/boy/new-in/double-sleeve-t-shirt-c1030661600p720265385.html?colorId=811&style=02&parentId=736355440","Double sleeve T-shirt","39.90 TND","Round neck, long sleeve T-shirt, simulating a double sleeve. Features different text prints on the front and back of the garment. Made of 100% cotton fabric.","https://static.lefties.com/assets/public/eb9b/325f/ff56494fae6f/3e8dd60b32d7/0103070581102-A1/0103070581102-A1.jpg?ts=1768557692862&w=400&f=auto","","","","","","","","","","","",""
"1769176088-35","https://www.lefties.com/tn/","","","","","View Boy","https://www.lefties.com/tn/kids/boy/new-in-c1030661600.html","","https://www.lefties.com/tn/kids/boy/new-in/double-sleeve-t-shirt-c1030661600p720265385.html?colorId=811&style=03&parentId=736355441","Double sleeve T-shirt","39.90 TND","Round neck, long sleeve T-shirt, simulating a double sleeve. Features different text prints on the front and back of the garment. Made of 100% cotton fabric.","https://static.lefties.com/assets/public/aa38/b960/e5fe4eed8b89/3972164e862b/0103070581103-A1/0103070581103-A1.jpg?ts=1768557684297&w=400&f=auto","","","","","","","","","","","",""
"1769176091-36","https://www.lefties.com/tn/","","","","","View Boy","https://www.lefties.com/tn/kids/boy/new-in-c1030661600.html","","https://www.lefties.com/tn/kids/boy/new-in/double-sleeve-t-shirt-c1030661600p720265385.html?colorId=811&style=04&parentId=736355443","Double sleeve T-shirt","39.90 TND","Round neck, long sleeve T-shirt, simulating a double sleeve. Features different text prints on the front and back of the garment. Made of 100% cotton fabric.","https://static.lefties.com/assets/public/8e72/2321/cbbd4acea10b/56c98f4525f4/0103070581104-A1/0103070581104-A1.jpg?ts=1768557680999&w=400&f=auto","","","","","","","","","","","",""
"1769176093-37","https://www.lefties.com/tn/","","","","","View Boy","https://www.lefties.com/tn/kids/boy/new-in-c1030661600.html","","https://www.lefties.com/tn/kids/boy/new-in/relaxed-fit-jeans-c1030661600p720262617.html?colorId=833&parentId=720264546","Relaxed fit jeans","79.90 TND","Mid-rise relaxed fit jeans with a five-pocket design, a metal zip fly and top button fastening. Made of a pleasant and comfortable 100% cotton fabric.","https://static.lefties.com/assets/public/ff63/907d/cffe4eb08ee7/6440f9e10410/01400731833-A5/01400731833-A5.jpg?ts=1763365178287&w=400&f=auto","","","","","","","","","","","",""
"1769176096-38","https://www.lefties.com/tn/","","","","","View Boy","https://www.lefties.com/tn/kids/boy/new-in-c1030661600.html","","https://www.lefties.com/tn/kids/boy/new-in/wide-leg-jeans-c1030661600p720277952.html?colorId=400&parentId=720281878","Wide-leg jeans","79.90 TND","Loose-fitting denim trousers. Featuring five pockets and a metal button and zip fastening. Made of 100% cotton denim fabric.","https://static.lefties.com/assets/public/ec08/b55d/a8d14838a3c6/69b6fc099419/05414702400-A5/05414702400-A5.jpg?ts=1763626873409&w=400&f=auto","","","","","","","","","","","",""
"1769176098-39","https://www.lefties.com/tn/","","","","","View Boy","https://www.lefties.com/tn/kids/boy/new-in-c1030661600.html","","https://www.lefties.com/tn/kids/boy/new-in/chino-trousers-c1030661600p721549275.html?colorId=737&parentId=721562419","Chino trousers","49.90 TND","Chino trousers with zip fly and button fastening at the front. Side and back pockets.","https://static.lefties.com/assets/public/2486/f08f/d52343978db5/80876fca1594/01920701737-A5/01920701737-A5.jpg?ts=1763712015871&w=400&f=auto","","","","","","","","","","","",""
"1769176100-40","https://www.lefties.com/tn/","","","","","View Boy","https://www.lefties.com/tn/kids/boy/new-in-c1030661600.html","","https://www.lefties.com/tn/kids/boy/new-in/printed-sweatshirt-c1030661600p730020253.html?colorId=800&parentId=730022657","Printed sweatshirt","39.90 TND","Round neck sweatshirt with ribbed elastic trims on the sleeves and hem. Featuring different prints on the front. Made of a plush fabric with a soft brushed interior.","https://static.lefties.com/assets/public/79fb/1ea3/69f1407ba90a/a6aa1916c135/05054720800-A5/05054720800-A5.jpg?ts=1763712035687&w=400&f=auto","","","","","","","","","","","",""
"1769176103-41","https://www.lefties.com/tn/","","","","","View Boy","https://www.lefties.com/tn/kids/boy/new-in-c1030661600.html","","https://www.lefties.com/tn/kids/boy/new-in/distressed-print-sweatshirt-c1030661600p720250596.html?colorId=812&parentId=720254808","Distressed print sweatshirt","39.90 TND","Long sleeve sweatshirt with a round neck. Featuring different distressed-effect front prints. Made of stretchy fabric with a soft brushed interior.","https://static.lefties.com/assets/public/977a/b5dc/95c84b0fabc5/00741704902d/01050703812-A5/01050703812-A5.jpg?ts=1763729723395&w=400&f=auto","","","","","","","","","","","",""
"1769176105-42","https://www.lefties.com/tn/","","","","","View Boy","https://www.lefties.com/tn/kids/boy/new-in-c1030661600.html","","https://www.lefties.com/tn/kids/boy/new-in/plain-plush-trousers-c1030661600p720253001.html?colorId=812&style=01&parentId=736354971","Plain plush trousers","29.90 TND","Basic relaxed fit tracksuit bottoms with an elasticated drawstring waistband. The hem is finished with ribbed cuffs for a better fit. Made of an elastic cotton fabric with a soft brushed interior.","https://static.lefties.com/assets/public/d4b9/b029/5559414ca8ef/feeb46e046dc/0104570181201-A1/0104570181201-A1.jpg?ts=1768557681048&w=400&f=auto","","","","","","","","","","","",""
"1769176107-43","https://www.lefties.com/tn/","","","","","View Boy","https://www.lefties.com/tn/kids/boy/new-in-c1030661600.html","","https://www.lefties.com/tn/kids/boy/new-in/hooded-puffer-jacket-c1030661600p729970749.html?colorId=401&style=05&parentId=736354972","Hooded puffer jacket","89.90 TND","Hooded puffer jacket. Matching elasticated trims on the cuffs, hood and hem. Central zip fastening with a chin guard.","https://static.lefties.com/assets/public/bfa3/c8a5/9e0d40d993f5/cb0ae943c387/0181070440105-A1/0181070440105-A1.jpg?ts=1768557692777&w=400&f=auto","","","","","","","","","","","",""
